Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Number of Recommendation,Recommend Reason,Venue ID,Venue Name,Venue Latitude,Venue Longitude,Venue Address,Category ID,Category Name,Category ICON,City
Victoria Village,43.72588229999999,-79.31557159999998,0,This spot is popular,4c633acb86b6be9a61268e34,Victoria Village Arena,43.72348055545508,-79.31563520925143,['Canada'],4bf58dd8d48988d185941735,Hockey Arena,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_hockey_.png,Toronto
Victoria Village,43.72588229999999,-79.31557159999998,0,This spot is popular,4f3ecce6e4b0587016b6f30d,Portugril,43.72581876267242,-79.31278541470671,"['1733 Eglinton Avenue East (Bermondsey)', 'Toronto ON', 'Canada']",4def73e84765ae376e57713a,Portuguese Restaurant,https://ss3.4sqi.net/img/categories_v2/food/portuguese_.png,Toronto
Victoria Village,43.72588229999999,-79.31557159999998,0,This spot is popular,4bbe904a85fbb713420d7167,Tim Hortons,43.725516631714754,-79.31310251366091,"['1733 Eglinton Ave East (at Bermondsey Rd)', 'Toronto ON M4A 1J8', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Victoria Village,43.72588229999999,-79.31557159999998,0,This spot is popular,51e594d5498e07837484f577,Eglinton Ave E & Sloane Ave/Bermondsey Rd,43.726086,-79.31362,"['Eglinton Avenue East (at Sloan Avenue / Bermondsey Road)', 'Toronto ON M4A', 'Canada']",52f2ab2ebcbc57f1066b8b4c,Intersection,https://ss3.4sqi.net/img/categories_v2/travel/default_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,54ea41ad498e9a11e9e13308,Roselle Desserts,43.653446723052674,-79.3620167174383,"['362 King St E (Trinity St)', 'Toronto ON M5A 1K9', 'Canada']",4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,53b8466a498e83df908c3f21,Tandem Coffee,43.65355870959944,-79.36180945913513,"['368 King St E (at Trinity St)', 'Toronto ON', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,50760559e4b0e8c7babe2497,Body Blitz Spa East,43.65473505045365,-79.35987433132891,"['497 King Street East (btwn Sackville St and Sumach St)', 'Toronto ON M5A 1L9', 'Canada']",4bf58dd8d48988d1ed941735,Spa,https://ss3.4sqi.net/img/categories_v2/shops/spa_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,574c229e498ebb5c6b257902,Cooper Koo YMCA,43.65319052672638,-79.35794700053884,"['461 Cherry Street (Front Street)', 'Toronto ON M5A 0H7', 'Canada']",4bf58dd8d48988d175941735,Gym / Fitness Center,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ae5b91ff964a520a6a121e3,Morning Glory Cafe,43.653946942635294,-79.36114884214422,"['457 King St. E (Gilead Place)', 'Toronto ON M5A 1L6', 'Canada']",4bf58dd8d48988d143941735,Breakfast Spot,https://ss3.4sqi.net/img/categories_v2/food/breakfast_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,5612b1cc498e3dd742af0dc8,Impact Kitchen,43.65636850543279,-79.35697968750694,"['573 King St E (at St Lawrence St)', 'Toronto ON M5A 4L3', 'Canada']",4bf58dd8d48988d1c4941735,Restaurant,https://ss3.4sqi.net/img/categories_v2/food/default_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,566e1294498e3f6629006bc3,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,"['500 Queen Street East', 'Toronto ON M5A 1T9', 'Canada']",4bf58dd8d48988d11b941735,Pub,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4af59046f964a520e0f921e3,Figs Breakfast & Lunch,43.65567455427388,-79.3645032892494,"['344 Queen St. E. (at Parliament St.)', 'Toronto ON M5A 1S8', 'Canada']",4bf58dd8d48988d143941735,Breakfast Spot,https://ss3.4sqi.net/img/categories_v2/food/breakfast_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,51ccc048498ec7792efc955e,Corktown Common,43.655617799749734,-79.3562113397429,['Canada'],4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ad4c05ef964a520bff620e3,The Distillery Historic District,43.65024435658077,-79.35932278633118,"['btwn Front, Cherry, Gardiner & Parliament', 'Toronto ON M5A 3C4', 'Canada']",4deefb944765f83613cdba6e,Historic Site,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/historicsite_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b0978e1f964a520cd1723e3,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,"['55 Mill Street, Unit #48 (The Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",52f2ab2ebcbc57f1066b8b31,Chocolate Shop,https://ss3.4sqi.net/img/categories_v2/shops/candystore_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4c3e1eaa6faac9b66dc60d76,Distillery Sunday Market,43.650074989330655,-79.36183171318665,"['1 Trinity St', 'Toronto ON', 'Canada']",4bf58dd8d48988d1fa941735,Farmers Market,https://ss3.4sqi.net/img/categories_v2/shops/food_farmersmarket_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,5542ab36498e2f92a8c248f2,Cocina Economica,43.65495889022676,-79.3656572507398,"['114 Berkeley St (btwn Queen & Richmond)', 'Toronto ON', 'Canada']",4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,5653a96f498e99c91027730b,Cacao 70,43.650066694561666,-79.36072263183006,"['28 Gristmill Lane', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d1d0941735,Dessert Shop,https://ss3.4sqi.net/img/categories_v2/food/dessert_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,5619551a498e9e35fce2256b,Sumach Espresso,43.65813540553308,-79.35951549011845,"['118 Sumach St', 'Toronto ON M5A 3J9', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b156a02f964a5207fac23e3,Brick Street Bakery,43.650574039683974,-79.35953942981405,"['27 Trinity St (in Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,57cd9d20498e6ab8342980e2,Arvo,43.64996280366945,-79.36144178325522,"['17 Gristmill Ln (at Parliament St)', 'Toronto ON M5A 3R6', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,51853a73498e4d97a8b20831,Rooster Coffee,43.65189965670432,-79.36560912104514,"['343 King St E (btwn Princess & Berkeley St)', 'Toronto ON M5A 1L1', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,51ddecee498e1ffd34185d2f,El Catrin,43.650600737116996,-79.35892024942333,"['18 Tank House Lane (Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d1c1941735,Mexican Restaurant,https://ss3.4sqi.net/img/categories_v2/food/mexican_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4bb68165f562ef3b88483097,Young Centre for the Performing Arts,43.65082466432163,-79.35759324240415,"['50 Tank House Ln. (at Cherry St.)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d1f2931735,Performing Arts Venue,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ddfbaca185035f3a44e8df6,Underpass Park,43.65576361726024,-79.3548059463501,"['Eastern Ave. (Richmond St.)', 'Toronto ON', 'Canada']",4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,58c7fbf7424f9373e6427e99,Starbucks,43.65132698417445,-79.36432857157803,"['351 King Street East', 'Toronto ON', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ac3e6cef964a520629d20e3,Archeo,43.65066723014277,-79.35943064816142,"['31 Trinity St. (in The Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4bc39c914cdfc9b6f29c9721,Souvlaki Express,43.65558391537734,-79.36443816909016,"['348 Queen street east (at Parliament St)', 'Toronto ON M5A 1T1', 'Canada']",4bf58dd8d48988d10e941735,Greek Restaurant,https://ss3.4sqi.net/img/categories_v2/food/greek_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4af9fc95f964a520ca1522e3,Mill St. Brew Pub,43.65035331843578,-79.35848936650571,"['21 Tank House Ln (at Pure Spirits Mews)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d11b941735,Pub,https://ss3.4sqi.net/img/categories_v2/nightlife/pub_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b8c46f3f964a5200cc832e3,Alumnae Theatre,43.65275554626444,-79.36475283805089,"['70 Berkley St. (at Adelaide St.)', 'Toronto ON M5A 2W6', 'Canada']",4bf58dd8d48988d137941735,Theater,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,53a22c92498ec91fda7ce133,Cluny Bistro & Boulangerie,43.650565116074695,-79.35784287026658,"['35 Tank House Lane (Trinity St)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d10c941735,French Restaurant,https://ss3.4sqi.net/img/categories_v2/food/french_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4d84d98181fdb1f7d4a704c0,Caffe Furbo,43.649969882303814,-79.35884946388191,"['12 case goods lane', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d16d941735,Café,https://ss3.4sqi.net/img/categories_v2/food/cafe_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4c16a548955976b0cadea4f6,Parliament Square Park,43.65026388338689,-79.36219509081177,"['44 Parliament Street', 'Toronto ON', 'Canada']",4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b58dd55f964a5208f6f28e3,The Yoga Lounge,43.65551522261721,-79.36495542526245,"['331 Queen St. Eeast (at Parliament)', 'Toronto ON', 'Canada']",4bf58dd8d48988d102941735,Yoga Studio,https://ss3.4sqi.net/img/categories_v2/shops/gym_yogastudio_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ad4c05df964a5204ef620e3,The Sweet Escape Patisserie,43.65063217302609,-79.35870913127346,"['55 Mill Street', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b3cfbb5f964a5201e8b25e3,Redline Coffee and Espresso,43.655692385073614,-79.36409508615066,"['354 Queen St. E (Parliament St.)', 'Toronto ON', 'Canada']",4bf58dd8d48988d16d941735,Café,https://ss3.4sqi.net/img/categories_v2/food/cafe_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,54d37e23498e5e29bcb35362,ODIN Cafe + Bar,43.656738544928054,-79.35650305267754,"['514 King St E (at River St)', 'Toronto ON M5A 1M1', 'Canada']",4bf58dd8d48988d16d941735,Café,https://ss3.4sqi.net/img/categories_v2/food/cafe_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4bb52a8bf562ef3b7d992e97,Soulpepper Theatre,43.65078003430492,-79.35761534068922,"['55 Mill St', 'Toronto ON', 'Canada']",4bf58dd8d48988d137941735,Theater,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4f776828e4b040208c312fc5,Greg's Ice Cream,43.65010164153305,-79.3604404498866,"['55 Mill (Back) (Distillery District)', 'Toronto ON', 'Canada']",4bf58dd8d48988d1c9941735,Ice Cream Shop,https://ss3.4sqi.net/img/categories_v2/food/icecream_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,51828372e4b0ea1bac906b00,John Fluevog Shoes,43.64989585773889,-79.3594359503061,"['4 Trinity St. (Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d107951735,Shoe Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_shoestore_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ade8ea8f964a5205a7621e3,Berkeley Church,43.65512324174501,-79.36587330410705,"['315 Queen St E (at Berkeley St)', 'Toronto ON M5A 1S7', 'Canada']",4bf58dd8d48988d171941735,Event Space,https://ss3.4sqi.net/img/categories_v2/building/eventspace_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4af21e78f964a520fae521e3,Arta Gallery,43.650022181882065,-79.36122168476822,"['14 Distillery Lane (Distillery District)', 'Toronto ON M5A 3C4', 'Canada']",4bf58dd8d48988d1e2931735,Art Gallery,https://ss3.4sqi.net/img/categories_v2/arts_entertainment/artgallery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,583e2cde9435a913b34de355,Wildly Delicious Cafe,43.65043587832196,-79.3588615181307,"['Toronto ON', 'Canada']",4bf58dd8d48988d16d941735,Café,https://ss3.4sqi.net/img/categories_v2/food/cafe_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,581258b738fa5bbefe4c0857,Dark Horse Espresso Bar,43.653080578844275,-79.3570778621122,"['416 Front St E (Cooperage St)', 'Toronto ON', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4dbb2d7a6e815ab0de64d555,Ontario Spring Water Sake Company,43.649921646081026,-79.36007302731126,"['51 Gristmill Lane', 'Toronto ON M5A 3C4', 'Canada']",50327c8591d4c4b30a586d5d,Brewery,https://ss3.4sqi.net/img/categories_v2/food/brewery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4d126fd3d1848cfad5cfbb71,TD Canada Trust,43.65287100000001,-79.35774349570084,"['457 Front Street East', 'Toronto ON M5A 0J2', 'Canada']",4bf58dd8d48988d10a951735,Bank,https://ss3.4sqi.net/img/categories_v2/shops/financial_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4ad8d551f964a5201f1521e3,Vistek,43.65704640025721,-79.35966695607046,"['496 Queen St E (at Sumach)', 'Toronto ON', 'Canada']",4bf58dd8d48988d122951735,Electronics Store,https://ss3.4sqi.net/img/categories_v2/shops/technology_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b8acdfdf964a520378232e3,The Beer Store,43.657773,-79.3574632,"['28 River Street (Queen St E)', 'Toronto ON M5A 3N9', 'Canada']",5370f356bcbc57f1066c94c2,Beer Store,https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4b2cf78cf964a52077cb24e3,Savoury Grounds,43.656820970004496,-79.3589698353747,"['481 Queen St. East (Sumach St)', 'Toronto ON', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,4cc3296c80624688cb4e2e2f,Percy Park,43.655180204272725,-79.35742132052623,['Canada'],4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,59650042bcbf7a66ad0942d3,Tori's Bakeshop,43.65313985163237,-79.35665060762287,"['Front St (Cooperage)', 'Toronto ON M5A', 'Canada']",4bf58dd8d48988d16a941735,Bakery,https://ss3.4sqi.net/img/categories_v2/food/bakery_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,57dd8bcd498e8eec19b9c896,FUEL+,43.653193,-79.355867,"['469 Front St (Rolling Mills Rd)', 'Toronto ON M5A', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,544ad85d498ebace721e3660,Tim Hortons Coffee House,43.6566309,-79.3562402,"['589 King St East (River)', 'Toronto ON M5V 1M1', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Regent Park / Harbourfront,43.6542599,-79.36063589999998,0,This spot is popular,579cc5f2498e0fe8397deebb,GW General,43.650495,-79.357538,['Canada'],4bf58dd8d48988d116951735,Antique Shop,https://ss3.4sqi.net/img/categories_v2/shops/antique_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4b16e8b6f964a52051bf23e3,Roots,43.71847597222825,-79.46686883068844,"['120 Orfus Road', 'Toronto ON M6A 1L9', 'Canada']",4bf58dd8d48988d104951735,Boutique,https://ss3.4sqi.net/img/categories_v2/shops/apparel_boutique_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4ccc5aebee23a14370591ea8,Lac Vien Vietnamese Restaurant,43.72125878799614,-79.46847226859448,"['141 Cartwright Ave', 'Toronto ON', 'Canada']",4bf58dd8d48988d14a941735,Vietnamese Restaurant,https://ss3.4sqi.net/img/categories_v2/food/vietnamese_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4b12e300f964a520299023e3,Kitchen Stuff Plus (Clearance Outlet),43.71909636823933,-79.46267482419971,"['76 Orfus Rd', 'Toronto ON', 'Canada']",4bf58dd8d48988d1f8941735,Furniture / Home Store,https://ss3.4sqi.net/img/categories_v2/shops/furniture_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4bf5b47594b2a593c623acee,Orfus Road Shopping Outlets,43.719045296434736,-79.46084915034818,"['Orfus Road', 'Toronto ON', 'Canada']",4bf58dd8d48988d103951735,Clothing Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4fa4ae40e4b02443361f27c4,Tim Hortons,43.7194274,-79.4679949,"['171 Bentworth St (Caledonia)', 'North York ON M6A 1P7', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4e418f4f1f6e4d7545b7c976,Ardene Shoes Outlet,43.718892366644944,-79.46134358371631,"['55 Orfus Rd', 'Toronto ON', 'Canada']",4bf58dd8d48988d102951735,Accessories Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_accessories_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4ae8b081f964a5207cb121e3,Rinx Real Entertainment Centre,43.71784220022086,-79.46223069665501,"['65 Orfus Rd.', 'North York ON M6A 2W4', 'Canada']",4bf58dd8d48988d171941735,Event Space,https://ss3.4sqi.net/img/categories_v2/building/eventspace_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4c68507873851b8de24fba39,Suzy Shier,43.71888326555425,-79.46383768478478,"['A-110 Orfus Rd', 'Toronto ON M6A 1L9', 'Canada']",4bf58dd8d48988d108951735,Women's Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4b743867f964a520eccd2de3,Bluenotes' Head Office,43.718053735782526,-79.46320043192486,"['100A Dufflaw Rd.', 'Toronto ON M6A 1M4', 'Canada']",4bf58dd8d48988d1b0941735,Fraternity House,https://ss3.4sqi.net/img/categories_v2/education/frathouse_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4f80942be4b0bf6cc99b90df,Bluenotes,43.718474256721365,-79.46546375824403,"['B-110 Orfus Rd (Unit #B)', 'Toronto ON M6A 1L9', 'Canada']",4bf58dd8d48988d103951735,Clothing Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4baf6adff964a52035fe3be3,International Clothiers,43.717997,-79.46672,"['111 Orfus Road', 'Toronto ON M6A 1M4', 'Canada']",4bf58dd8d48988d103951735,Clothing Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4cea93789f776ea841926922,Imperial Carpet & Home,43.71673723038764,-79.46715022967713,"['1177 Caledonia Road', 'Toronto ON M6A 2X1', 'Canada']",4bf58dd8d48988d1f8941735,Furniture / Home Store,https://ss3.4sqi.net/img/categories_v2/shops/furniture_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,509ed555e4b00baa8ce178a3,Gyros Gymnastics,43.71677614916025,-79.46167716204125,"['73 Samor Rd', 'Toronto ON', 'Canada']",4f4528bc4b90abdf24c9de85,Athletics & Sports,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4df245577d8b18e1722a328b,Orfus Road,43.719180444061294,-79.46036020806626,"['Toronto ON M6A 2V1', 'Canada']",4bf58dd8d48988d103951735,Clothing Store,https://ss3.4sqi.net/img/categories_v2/shops/apparel_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4c6833db5fae20a141de48a6,SVP Sports,43.72151621147103,-79.46732601644699,"['131 Cartwright', 'North York ON', 'Canada']",4bf58dd8d48988d1f2941735,Sporting Goods Shop,https://ss3.4sqi.net/img/categories_v2/shops/sports_outdoors_.png,Toronto
Lawrence Manor / Lawrence Heights,43.718517999999996,-79.46476329999999,0,This spot is popular,4e4bfb82a8097d9c84c2c083,Canadian Appliance,43.72211025429708,-79.46726560592651,"['120 Cartwright Ave', 'Toronto ON M6A 1V2', 'Canada']",4bf58dd8d48988d1f8941735,Furniture / Home Store,https://ss3.4sqi.net/img/categories_v2/shops/furniture_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,4b9d206bf964a520e69136e3,Queen's Park,43.66394609897775,-79.39217952520835,"['University Ave. (at Wellesley Ave.)', 'Toronto ON M5R 2E8', 'Canada']",4bf58dd8d48988d163941735,Park,https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,4a8355bff964a520d3fa1fe3,Mercatto,43.660390911898546,-79.38766421192705,"['101 College St', 'Toronto ON M5G', 'Canada']",4bf58dd8d48988d110941735,Italian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/italian_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,52d884c5498ecf5c7cafe5ab,Nando's Flame-Grilled Chicken,43.661617063338966,-79.38609536960354,"['832 Bay St (Grenville St)', 'Toronto ON M5S 1Z6', 'Canada']",4def73e84765ae376e57713a,Portuguese Restaurant,https://ss3.4sqi.net/img/categories_v2/food/portuguese_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,4ecd63d96da162f1bb0f11c4,Sushi Box,43.66295954544153,-79.38657996066198,"['891 Bay street', 'Toronto ON M5S 3K6', 'Canada']",4bf58dd8d48988d1d2941735,Sushi Restaurant,https://ss3.4sqi.net/img/categories_v2/food/sushi_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,590a649bdee77071100a6a15,Coffee Island,43.66427089680226,-79.38697157138014,"['925 Bay street', 'Toronto ON M5S 3L6', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,4ad8d773f964a5203e1521e3,YMCA,43.66275344493089,-79.3848492869005,"['20 Grosvenor St (btwn St. Vincent Ln & St. Lukes Ln)', 'Toronto ON M4Y 2V5', 'Canada']",4bf58dd8d48988d176941735,Gym,https://ss3.4sqi.net/img/categories_v2/building/gym_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,568bcf61498e3aaff5e351f8,Coffee Public,43.66076299149323,-79.38618409033066,"['800 Bay St (at College St)', 'Toronto ON M5S 3A9', 'Canada']",4bf58dd8d48988d1e0931735,Coffee Shop,https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,594ff53c2be42528bcc1bdb7,T-Swirl Crepe,43.663452,-79.384125,"['510 Yonge Street', 'Toronto ON M4Y 1X9', 'Canada']",52e81612bcbc57f1066b79f2,Creperie,https://ss3.4sqi.net/img/categories_v2/food/creperie_.png,Toronto
Queen's Park,43.6623015,-79.3894938,0,This spot is popular,5943303558002c27e6fc46d3,Tabriz Persian Cookhouse,43.66533,-79.387484,"['995 bay street', 'Toronto ON M5S 3C4', 'Canada']",52e81612bcbc57f1066b79f7,Persian Restaurant,https://ss3.4sqi.net/img/categories_v2/food/middleeastern_.png,Toronto
